מיכאל הגבגבררררר,😜
"שלום לכולם.ן<br><br>אנחנו, מחאת הנוער למען האקלים, גאים.ות להציג בפניכם את המכתב שכתבנו.<br>*במכתב אנו פונים לנבחרי הציבור ובכירים במשרדי הממשלה בדרישה שיתייחסו למשבר האקלים וינקטו באופן מיידי בצעדים הנדרשים למניעתו, כמו שנקטו עם משבר הקורונה*<br><br>את המכתב שלחנו היום בבוקר לכל 120 חברי וחברות הכנסת ולמנכ&quot;לי משרדי הממשלה ואנו ממתינים.ות לתגובותיהם.ן⁦⁩<br><br>הכנו עצומת מיילים ובו מייל שנשלח באופן אוטומטי ל18 נבחרי ציבור אשר רלוונטיים ביותר לנושא (ראשי סיעות ושרי האנרגיה ואיכות הסביבה בממשלה האחרונה) במטרה שהציבור יוכל להביע את תמיכתו במכתב. לעצומת המיילים מצורף סרטון אשר מסביר בקצרה על המכתב ועל המצב לנוכח משבר הקורונה.<br>*נשמח שתשתפו את המכתב ואת עצומת המיילים (וכמובן תחתמו עליה בעצמכם.ן) במטרה להפעיל לחץ על הנמענים ולקבל את תגובתם.ן למכתב*<br><br>קישור למכתב:<br><a href=""https://docs.google.com/document/d/1Mege76nAxp5d3JQcb8kfLvVUxKvVVjNez7kzk9Q-2s0/edit?usp=drivesdk"">https://docs.google.com/document/d/1Mege76nAxp5d3JQcb8kfLvVUxKvVVjNez7kzk9Q-2s0/edit?usp=drivesdk</a><br><br>קישור לעצומת המיילים:<br><a href=""https://www.drove.com/manage_page/5e9d516d1a52e30001e70be1"">https://www.drove.com/manage_page/5e9d516d1a52e30001e70be1</a><br><br>תודה לכל מי שלקח.ה חלק בדבר!!<br><br>יום כדור הארץ שמח לכולם.ן",🌏
"שלום לכולם.ן<br><br>אנחנו, מחאת הנוער למען האקלים, גאים.ות להציג בפניכם את המכתב שכתבנו.<br>*במכתב אנו פונים לנבחרי הציבור ובכירים במשרדי הממשלה בדרישה שיתייחסו למשבר האקלים וינקטו באופן מיידי בצעדים הנדרשים למניעתו, כמו שנקטו עם משבר הקורונה*<br><br>את המכתב שלחנו היום בבוקר לכל 120 חברי וחברות הכנסת ולמנכ&quot;לי משרדי הממשלה ואנו ממתינים.ות לתגובותיהם.ן⁦⁩<br><br>הכנו עצומת מיילים ובו מייל שנשלח באופן אוטומטי ל18 נבחרי ציבור אשר רלוונטיים ביותר לנושא (ראשי סיעות ושרי האנרגיה ואיכות הסביבה בממשלה האחרונה) במטרה שהציבור יוכל להביע את תמיכתו במכתב. לעצומת המיילים מצורף סרטון אשר מסביר בקצרה על המכתב ועל המצב לנוכח משבר הקורונה.<br>*נשמח שתשתפו את המכתב ואת עצומת המיילים (וכמובן תחתמו עליה בעצמכם.ן) במטרה להפעיל לחץ על הנמענים ולקבל את תגובתם.ן למכתב*<br><br>קישור למכתב:<br><a href=""https://docs.google.com/document/d/1Mege76nAxp5d3JQcb8kfLvVUxKvVVjNez7kzk9Q-2s0/edit?usp=drivesdk"">https://docs.google.com/document/d/1Mege76nAxp5d3JQcb8kfLvVUxKvVVjNez7kzk9Q-2s0/edit?usp=drivesdk</a><br><br>קישור לעצומת המיילים:<br><a href=""https://www.drove.com/manage_page/5e9d516d1a52e30001e70be1"">https://www.drove.com/manage_page/5e9d516d1a52e30001e70be1</a><br><br>תודה לכל מי שלקח.ה חלק בדבר!!<br><br>יום כדור הארץ שמח לכולם.ן",🧡
"שלום לכולם.ן<br><br>אנחנו, מחאת הנוער למען האקלים, גאים.ות להציג בפניכם את המכתב שכתבנו.<br>*במכתב אנו פונים לנבחרי הציבור ובכירים במשרדי הממשלה בדרישה שיתייחסו למשבר האקלים וינקטו באופן מיידי בצעדים הנדרשים למניעתו, כמו שנקטו עם משבר הקורונה*<br><br>את המכתב שלחנו היום בבוקר לכל 120 חברי וחברות הכנסת ולמנכ&quot;לי משרדי הממשלה ואנו ממתינים.ות לתגובותיהם.ן⁦⁩<br><br>הכנו עצומת מיילים ובו מייל שנשלח באופן אוטומטי ל18 נבחרי ציבור אשר רלוונטיים ביותר לנושא (ראשי סיעות ושרי האנרגיה ואיכות הסביבה בממשלה האחרונה) במטרה שהציבור יוכל להביע את תמיכתו במכתב. לעצומת המיילים מצורף סרטון אשר מסביר בקצרה על המכתב ועל המצב לנוכח משבר הקורונה.<br>*נשמח שתשתפו את המכתב ואת עצומת המיילים (וכמובן תחתמו עליה בעצמכם.ן) במטרה להפעיל לחץ על הנמענים ולקבל את תגובתם.ן למכתב*<br><br>קישור למכתב:<br><a href=""https://docs.google.com/document/d/1Mege76nAxp5d3JQcb8kfLvVUxKvVVjNez7kzk9Q-2s0/edit?usp=drivesdk"">https://docs.google.com/document/d/1Mege76nAxp5d3JQcb8kfLvVUxKvVVjNez7kzk9Q-2s0/edit?usp=drivesdk</a><br><br>קישור לעצומת המיילים:<br><a href=""https://www.drove.com/manage_page/5e9d516d1a52e30001e70be1"">https://www.drove.com/manage_page/5e9d516d1a52e30001e70be1</a><br><br>תודה לכל מי שלקח.ה חלק בדבר!!<br><br>יום כדור הארץ שמח לכולם.ן",💕
"שלום לכולם.ן<br><br>אנחנו, מחאת הנוער למען האקלים, גאים.ות להציג בפניכם את המכתב שכתבנו.<br>*במכתב אנו פונים לנבחרי הציבור ובכירים במשרדי הממשלה בדרישה שיתייחסו למשבר האקלים וינקטו באופן מיידי בצעדים הנדרשים למניעתו, כמו שנקטו עם משבר הקורונה*<br><br>את המכתב שלחנו היום בבוקר לכל 120 חברי וחברות הכנסת ולמנכ&quot;לי משרדי הממשלה ואנו ממתינים.ות לתגובותיהם.ן⁦⁩<br><br>הכנו עצומת מיילים ובו מייל שנשלח באופן אוטומטי ל18 נבחרי ציבור אשר רלוונטיים ביותר לנושא (ראשי סיעות ושרי האנרגיה ואיכות הסביבה בממשלה האחרונה) במטרה שהציבור יוכל להביע את תמיכתו במכתב. לעצומת המיילים מצורף סרטון אשר מסביר בקצרה על המכתב ועל המצב לנוכח משבר הקורונה.<br>*נשמח שתשתפו את המכתב ואת עצומת המיילים (וכמובן תחתמו עליה בעצמכם.ן) במטרה להפעיל לחץ על הנמענים ולקבל את תגובתם.ן למכתב*<br><br>קישור למכתב:<br><a href=""https://docs.google.com/document/d/1Mege76nAxp5d3JQcb8kfLvVUxKvVVjNez7kzk9Q-2s0/edit?usp=drivesdk"">https://docs.google.com/document/d/1Mege76nAxp5d3JQcb8kfLvVUxKvVVjNez7kzk9Q-2s0/edit?usp=drivesdk</a><br><br>קישור לעצומת המיילים:<br><a href=""https://www.drove.com/manage_page/5e9d516d1a52e30001e70be1"">https://www.drove.com/manage_page/5e9d516d1a52e30001e70be1</a><br><br>תודה לכל מי שלקח.ה חלק בדבר!!<br><br>יום כדור הארץ שמח לכולם.ן",❗
"שלום לכולם.ן<br><br>אנחנו, מחאת הנוער למען האקלים, גאים.ות להציג בפניכם את המכתב שכתבנו.<br>*במכתב אנו פונים לנבחרי הציבור ובכירים במשרדי הממשלה בדרישה שיתייחסו למשבר האקלים וינקטו באופן מיידי בצעדים הנדרשים למניעתו, כמו שנקטו עם משבר הקורונה*<br><br>את המכתב שלחנו היום בבוקר לכל 120 חברי וחברות הכנסת ולמנכ&quot;לי משרדי הממשלה ואנו ממתינים.ות לתגובותיהם.ן⁦⁩<br><br>הכנו עצומת מיילים ובו מייל שנשלח באופן אוטומטי ל18 נבחרי ציבור אשר רלוונטיים ביותר לנושא (ראשי סיעות ושרי האנרגיה ואיכות הסביבה בממשלה האחרונה) במטרה שהציבור יוכל להביע את תמיכתו במכתב. לעצומת המיילים מצורף סרטון אשר מסביר בקצרה על המכתב ועל המצב לנוכח משבר הקורונה.<br>*נשמח שתשתפו את המכתב ואת עצומת המיילים (וכמובן תחתמו עליה בעצמכם.ן) במטרה להפעיל לחץ על הנמענים ולקבל את תגובתם.ן למכתב*<br><br>קישור למכתב:<br><a href=""https://docs.google.com/document/d/1Mege76nAxp5d3JQcb8kfLvVUxKvVVjNez7kzk9Q-2s0/edit?usp=drivesdk"">https://docs.google.com/document/d/1Mege76nAxp5d3JQcb8kfLvVUxKvVVjNez7kzk9Q-2s0/edit?usp=drivesdk</a><br><br>קישור לעצומת המיילים:<br><a href=""https://www.drove.com/manage_page/5e9d516d1a52e30001e70be1"">https://www.drove.com/manage_page/5e9d516d1a52e30001e70be1</a><br><br>תודה לכל מי שלקח.ה חלק בדבר!!<br><br>יום כדור הארץ שמח לכולם.ן",😊
"שלום לכולם.ן<br><br>אנחנו, מחאת הנוער למען האקלים, גאים.ות להציג בפניכם את המכתב שכתבנו.<br>*במכתב אנו פונים לנבחרי הציבור ובכירים במשרדי הממשלה בדרישה שיתייחסו למשבר האקלים וינקטו באופן מיידי בצעדים הנדרשים למניעתו, כמו שנקטו עם משבר הקורונה*<br><br>את המכתב שלחנו היום בבוקר לכל 120 חברי וחברות הכנסת ולמנכ&quot;לי משרדי הממשלה ואנו ממתינים.ות לתגובותיהם.ן⁦⁩<br><br>הכנו עצומת מיילים ובו מייל שנשלח באופן אוטומטי ל18 נבחרי ציבור אשר רלוונטיים ביותר לנושא (ראשי סיעות ושרי האנרגיה ואיכות הסביבה בממשלה האחרונה) במטרה שהציבור יוכל להביע את תמיכתו במכתב. לעצומת המיילים מצורף סרטון אשר מסביר בקצרה על המכתב ועל המצב לנוכח משבר הקורונה.<br>*נשמח שתשתפו את המכתב ואת עצומת המיילים (וכמובן תחתמו עליה בעצמכם.ן) במטרה להפעיל לחץ על הנמענים ולקבל את תגובתם.ן למכתב*<br><br>קישור למכתב:<br><a href=""https://docs.google.com/document/d/1Mege76nAxp5d3JQcb8kfLvVUxKvVVjNez7kzk9Q-2s0/edit?usp=drivesdk"">https://docs.google.com/document/d/1Mege76nAxp5d3JQcb8kfLvVUxKvVVjNez7kzk9Q-2s0/edit?usp=drivesdk</a><br><br>קישור לעצומת המיילים:<br><a href=""https://www.drove.com/manage_page/5e9d516d1a52e30001e70be1"">https://www.drove.com/manage_page/5e9d516d1a52e30001e70be1</a><br><br>תודה לכל מי שלקח.ה חלק בדבר!!<br><br>יום כדור הארץ שמח לכולם.ן",💪🏽
"שלום לכולם.ן<br><br>אנחנו, מחאת הנוער למען האקלים, גאים.ות להציג בפניכם את המכתב שכתבנו.<br>*במכתב אנו פונים לנבחרי הציבור ובכירים במשרדי הממשלה בדרישה שיתייחסו למשבר האקלים וינקטו באופן מיידי בצעדים הנדרשים למניעתו, כמו שנקטו עם משבר הקורונה*<br><br>את המכתב שלחנו היום בבוקר לכל 120 חברי וחברות הכנסת ולמנכ&quot;לי משרדי הממשלה ואנו ממתינים.ות לתגובותיהם.ן⁦⁩<br><br>הכנו עצומת מיילים ובו מייל שנשלח באופן אוטומטי ל18 נבחרי ציבור אשר רלוונטיים ביותר לנושא (ראשי סיעות ושרי האנרגיה ואיכות הסביבה בממשלה האחרונה) במטרה שהציבור יוכל להביע את תמיכתו במכתב. לעצומת המיילים מצורף סרטון אשר מסביר בקצרה על המכתב ועל המצב לנוכח משבר הקורונה.<br>*נשמח שתשתפו את המכתב ואת עצומת המיילים (וכמובן תחתמו עליה בעצמכם.ן) במטרה להפעיל לחץ על הנמענים ולקבל את תגובתם.ן למכתב*<br><br>קישור למכתב:<br><a href=""https://docs.google.com/document/d/1Mege76nAxp5d3JQcb8kfLvVUxKvVVjNez7kzk9Q-2s0/edit?usp=drivesdk"">https://docs.google.com/document/d/1Mege76nAxp5d3JQcb8kfLvVUxKvVVjNez7kzk9Q-2s0/edit?usp=drivesdk</a><br><br>קישור לעצומת המיילים:<br><a href=""https://www.drove.com/manage_page/5e9d516d1a52e30001e70be1"">https://www.drove.com/manage_page/5e9d516d1a52e30001e70be1</a><br><br>תודה לכל מי שלקח.ה חלק בדבר!!<br><br>יום כדור הארץ שמח לכולם.ן",💚
וירוס זה בהחלט מבחן לIQ,🤦
חחחחחח ,😢
"סוף סוף עשית לנו סדר , בצורה מופשטת וברורה.",👍
אבל מה עם הכלכלה?!,😥
הסבר מצוין,👍🏻
"הסבר נפלא!!!<br>אבל לצערי אין לאנשים אחריות אישית, אנשים לא יודעים להיות בשיגרה ולשמור על הגיינה,<br>כבר ביום הראשון שעשו הקלות בסגר, ראיתי המון תמונות של חברים שהעלו, חברים נפגשו התחבקו ויצאו לטבע, וזה כואב לי כי זה אומר שבדרך טבעית נישאר במצב הנורא הזה עוד הרבה שנים<br>אנשים יקרים!!!!!<br>רוצים חיים נורמאליים?? תחמירו עם הזהירות!!! תלכו עם אלכוהול ותחטאו כל דבר ולפני שאתם נוגעים,<br>וכפפות לא עוזרות אם אתה מתחבק עם חבר ואז נוגע בעניים....<br>וגם מסיכה שלא מכסה את האף והפה לא עוזרת ...<br>בואו נעשה מאמץ!!! וננצח!!!",😷
וואוו איך הרים לי את המצב רוח ,😀
אפילו הצייסר יודע שסרטו מושלם רק באורך של 420,💚
מהמם ,🐒
יופי של סרטון הסברה,👌🏼
יופי של סרטון הסברה,💪
"מדהים, אוהבת את הסרטונים שלך!",👌
למדתי בעל פה,👍
למדתי בעל פה,😃
גדול,😅
שיר ממש טוב הצלחתי לשנן את כל הטבלה אחרי ששמעתי את השיר יומיים ברצף,😂
שיר ממש טוב הצלחתי לשנן את כל הטבלה אחרי ששמעתי את השיר יומיים ברצף,🤣
השיר כל כך טוב! אני בחיים לא אצליח לשנן ,🤣
מושלם!!!! כותבת משימה לתלמידים ומצרפת את השיר המדהים. תודה רבה ,🌹
אחלה שיר  חח,😊
"שלום, מדהים אבל נכון<br>מי גשמים אינם נוצרים על ידי עיבוי אדי מים (מצב גזי).<br>אבל על ידי תגובה כימית נפיצה אמיתית.<br>H2 + O -&gt; פיצוץ (ברק, רעם) + H2O (גשם)<br>חדש 2020 תוך פחות מדקה <a href=""https://youtu.be/JT7yNNR1oU0"">https://youtu.be/JT7yNNR1oU0</a>",👎
"שלום, מדהים אבל נכון<br>מי גשמים אינם נוצרים על ידי עיבוי אדי מים (מצב גזי).<br>אבל על ידי תגובה כימית נפיצה אמיתית.<br>H2 + O -&gt; פיצוץ (ברק, רעם) + H2O (גשם)<br>חדש 2020 תוך פחות מדקה <a href=""https://youtu.be/JT7yNNR1oU0"">https://youtu.be/JT7yNNR1oU0</a>",👍
"תודה רבה, מעניין מאוד<br>שמנת מתוקה זה החיים",😚
"יש לי ניסוי,<br> תסגור בקבוק ותדחוס את האוויר שבבקבוק (כדי לדחוס פשוט תסובב את הבקבוק.)<br>ואז שכמעט אי אפשר לסובב יותר את הבקבוק אז תפתח את הבקבוק,<br>ואז יקרה משהו מוזר יתחיל לצאת אדים מהבקבוק.<br>ויש לי שאלה לגבי הניסוי למה מתחיל לצאת אדים מהבקבוק? ואם זה בכלל אדים?<br>אשמח אם תעשה סרטון על זה",😋
אם כן אפקט של ניגוב זיעה אמורה לעשות את אותה פעולה של האידוי ולהוריד את חום הגוף ,🤔
הסבר מעולה! תמשיכו ככה,👏
איזה אלוףףףף   <br> ד&quot;ר הכי מגניב שיש ב - YouTube ,😎
איזה אלוףףףף   <br> ד&quot;ר הכי מגניב שיש ב - YouTube ,👍🏻
תודה רבה עזרתם לי מאוד,❤️
תודה רבה עזרתם לי מאוד,👍🏻
הצגה כמו בנאסא ,😂
כל הכבוד אין מילים כמה התרגשות יש לכל מדינת ישראל באמצע הלילה של חמישי 22.2.2019 <br> הפתעת הדור בהצלחה לחללית בראשית שתגיע ב 11.4.2019 לירח ,🇮🇱
"סרטון מעניין מאוד, מסביר בצורה עניינית את הדרך של האבולוציה.<br>",💖
אני חושב שבמקום סגור הרמטית אז האבק שריפה יבער לפי התאוריה של כבודו (כך גם אני חשבתי) בהחלט מפתיע.<br><br>אחלה סרטון כמו תמיד ,💕
אני חושב שבמקום סגור הרמטית אז האבק שריפה יבער לפי התאוריה של כבודו (כך גם אני חשבתי) בהחלט מפתיע.<br><br>אחלה סרטון כמו תמיד ,👌
"וואוו ענקקקקקק<br><br>ובהקשר לחידה, אני חושב שהאבק שריפה בחור יבער יותר מהר (ויכבה ראשון)<br><br>(אותו עיקרון של כדור רובה, אם אני לא טועה)",💕
מתה על הערוץ הזה,👍
מתה על הערוץ הזה,👌
מתה על הערוץ הזה,👏
יש אנשים שרגישים לקרינה ברמות שונות. אני אחת מהן. הקרינה גורמת לי לכאבי ראש מיגרנוטיים ומפריעה לגלי השינה ( כשאני מתפתה לפני השינה להסתכל בטלפון... ). גיליתי שיש בפייסבוק 2 קבוצות לפחות של אנשים שרגישים כמוני לקרינה ואפילו בצורה קיצונית. לא נראה שמי שממציא את הדברים האלה מודע לבעיה ולכאבים שהקרינה גורמת לבני אדם. או שכן ואז זה יותר חמור...,🤨
מוצר מעניין ,🙂
"איזה סרטון, תענוג ",💕
עליתם רמה בסרטונים,👏
איזה נס! חשבתי שרק אני משוגעת מספיק בשביל לא להעריץ כדורגל....,😉
"ראיתי את זה מזמן במכסחי המיתוסים, במדע לא מסתפקים בניסוי אחד ",😉
תודה על המידע הזה,😃
יש לי משימה במדעים-לחשוב על דרך ירוקה לייצר חשמל אז חשבתי לעשות את זה בגדול ולחבר לו פדלים ואז זה גם אופני קושר וגם מייצר חשמל<br>תודה על הרעיון!,🤯
סרטון אדיר,😏
זה מה שצריך!,👍
מגניב אנד Cool <br>ושאלה למומחים...<br>איזה סוג של חומר סופג הכי הרבה לחות?,😊
אחלה ניסיון אבל יש שיטות יותר טובות,👍
הייתי שם,😋
וואלה עובד!<br>חג שמח ,😁
ומי עשה את הנקודה הקטנה ?,😂
שטיות....לא משכנע בכלל....סתם חשיבה...לפרש את כל הסדר הז שבעולם יצא מסתם מפץ גדול,🤓
איך מיתקלחים שם אוו שש עושים..... ?,🤮
לא כיף לשהות בחללנראה מאד לא נוח,😁
לא כיף לשהות בחללנראה מאד לא נוח,☺️
אחלה ניסוי ,😂
אחלה ניסוי ,👌
"היי, גילוי חדש 2020, מדהים:<br>1- להתראות סטייה אוניברסלית &quot;אידוי-עיבוי-גשם&quot; <br>2- תיאוריה חדשה:<br>H2 + O -&gt; פיצוץ (ברק ורעם) + H2O (גשם)  תוך 2 דקות <a href=""https://youtu.be/NXK18Vq98zE"">https://youtu.be/NXK18Vq98zE</a><br>או כאן בדף ציור אחד <a href=""https://pdf.lu/FrwL"">https://pdf.lu/FrwL</a> <br>מחבר התיאוריה הזו באופן אישי איתך.",👎
"היי, גילוי חדש 2020, מדהים:<br>1- להתראות סטייה אוניברסלית &quot;אידוי-עיבוי-גשם&quot; <br>2- תיאוריה חדשה:<br>H2 + O -&gt; פיצוץ (ברק ורעם) + H2O (גשם)  תוך 2 דקות <a href=""https://youtu.be/NXK18Vq98zE"">https://youtu.be/NXK18Vq98zE</a><br>או כאן בדף ציור אחד <a href=""https://pdf.lu/FrwL"">https://pdf.lu/FrwL</a> <br>מחבר התיאוריה הזו באופן אישי איתך.",👍
מה זה האפקטים האלה זה טוב אבל זה רע!!!!!!!,🤣
עלק מכון דוידסון <br>אולי נקרא לו מכון אסון  <br>ממש אנשים חכמים יושבים במכון הזה. אמא שלהם שימפנזה ואבא שלהם אורנגאוטנג  <br>קופים ממש. למה לא התפתחתם עד עכשיו. טפשים נשארתם.,😂
ואז פתאום....בלה בלה בלה   והמולקולה ידעה לבד לבד בעצמה בלב בלב בלה תמשיכו לחיות בכאילו הכל נוצר מעצמו.  בינתיים לכל דבר יש מי שיצר אותו. כלום לא נוצר בעצמו.  חיים באשליות. ,😂
כמה גיבובים נטולי אחיזה במציאות :) <br>הסרטון הזה הוא חצילים מתחילתו ועד סופו. שטיפת מוח הליוצנטרית מופלאה,💩
מעניין אותי לדעת: אם המרכז של חור שחור כל כך קטן אז לאיפה כל השברים והחלקיקים של עשרות ומאות כוכבים נאספים?הרי מרכז המשיכה הכי חזק זה בנקודה המרכזית(הגרעין) של החור השחור אז לאיפה כל הכמויות האדירות של הכוכבים הולכות?כנ&quot;ל לגבי חלקיקי אור.,🤔
איזה כייף זה אני מתעניינת בזה מאוד כייף לי לקרוא על זה באמת אבל המוזיקה קצת מלחיצה,😂
"שלום, מדהים אבל נכון<br>מי גשמים אינם נוצרים על ידי עיבוי אדי מים (מצב גזי).<br>אבל על ידי תגובה כימית נפיצה אמיתית.<br>H2 + O -&gt; פיצוץ (ברק, רעם) + H2O (גשם) <br>חדש 2020 תוך פחות מדקה <a href=""https://youtu.be/JT7yNNR1oU0"">https://youtu.be/JT7yNNR1oU0</a>",👎
"שלום, מדהים אבל נכון<br>מי גשמים אינם נוצרים על ידי עיבוי אדי מים (מצב גזי).<br>אבל על ידי תגובה כימית נפיצה אמיתית.<br>H2 + O -&gt; פיצוץ (ברק, רעם) + H2O (גשם) <br>חדש 2020 תוך פחות מדקה <a href=""https://youtu.be/JT7yNNR1oU0"">https://youtu.be/JT7yNNR1oU0</a>",👍
"היי, גילוי חדש 2020, מדהים:<br>1- להתראות סטייה אוניברסלית &quot;אידוי-עיבוי-גשם&quot; <br>2- תיאוריה חדשה:<br>H2 + O -&gt; פיצוץ (ברק ורעם) + H2O (גשם)  תוך 2 דקות <a href=""https://youtu.be/NXK18Vq98zE"">https://youtu.be/NXK18Vq98zE</a><br>או כאן בדף ציור אחד <a href=""https://pdf.lu/FrwL"">https://pdf.lu/FrwL</a> <br>מחבר התיאוריה הזו באופן אישי איתך.",👎
"היי, גילוי חדש 2020, מדהים:<br>1- להתראות סטייה אוניברסלית &quot;אידוי-עיבוי-גשם&quot; <br>2- תיאוריה חדשה:<br>H2 + O -&gt; פיצוץ (ברק ורעם) + H2O (גשם)  תוך 2 דקות <a href=""https://youtu.be/NXK18Vq98zE"">https://youtu.be/NXK18Vq98zE</a><br>או כאן בדף ציור אחד <a href=""https://pdf.lu/FrwL"">https://pdf.lu/FrwL</a> <br>מחבר התיאוריה הזו באופן אישי איתך.",👍
אני פשוט בהלם מהתגובות חחח איזה אנשים בורים זה לא זנב וזה לא נעלם זה העמוד שידרה שלו עלק פיצוץ חשב על זה אה בסדר פיצוץ למוח אולי קיבלתם בגיל מאוד צעיר היינו קופים עלק פעם אה ודודים שלך נשארו ככה בגן חיות  יש בורא לעולם שמעו לי באהבה אני אומרת לכם לא כדאי להוציא את זה מהפה בכלל שהוא לא קיים !!,🤣
ממדהים ומרגש,❤
"סרטון מעולה, <br>היה יכול להיות מאוד מועיל אם המולטימדיה הזאת הייתה קיימת לפני 30 שנה כשלמדתי פיזיקה",🙂
תודה רבה למכון דוידסון<br>(על שם דוד המלך.),🎅
